# time,flux,flux_err
2.458421814166943077e+06,1.001954327518913779e+00,1.333959517069160938e-03
2.458421815555832814e+06,9.996732550172944265e-01,1.332918182015419006e-03
2.458421816944722086e+06,1.001673110354491580e+00,1.333621446974575520e-03
2.458421818333611824e+06,9.992236608219213778e-01,1.332737505435943604e-03
2.458421819722501561e+06,1.001846808035917746e+00,1.333861844614148140e-03
2.458421821111390833e+06,9.999438796153128362e-01,1.332493033260107040e-03
2.458421822500280570e+06,1.003510991728482349e+00,1.334140193648636341e-03
2.458421823889169842e+06,9.975226479019880799e-01,1.332332612946629524e-03
2.458421825278059579e+06,9.995445753767493446e-01,1.332856249064207077e-03
2.458421826666949317e+06,1.001827931922201875e+00,1.333828899078071117e-03
2.458421828055838589e+06,1.000215770411231775e+00,1.333458814769983292e-03
2.458421829444728326e+06,1.000777035781908353e+00,1.333096646703779697e-03
2.458421830833617598e+06,1.001514137978630092e+00,1.334202243015170097e-03
2.458421832222507335e+06,1.001554822636796738e+00,1.333903404884040356e-03
2.458421833611396607e+06,9.985758199217500408e-01,1.331923413090407848e-03
2.458421835000286344e+06,9.977436008450231153e-01,1.331300241872668266e-03
2.458421836389175616e+06,1.002498962744958089e+00,1.334507134743034840e-03
2.458421837778065354e+06,1.001773859535618483e+00,1.333585358224809170e-03
2.458421839166954625e+06,9.986155190858903019e-01,1.332831685431301594e-03
2.458421840555844363e+06,1.000537285690701106e+00,1.333894091658294201e-03
2.458421841944733635e+06,9.998704853672786275e-01,1.332923187874257565e-03
2.458421843333623372e+06,1.003906137085541772e+00,1.334457308985292912e-03
2.458421844722512644e+06,1.000187823771131246e+00,1.333563355728983879e-03
2.458421846111402381e+06,1.000551954999897131e+00,1.333313644863665104e-03
2.458421847500291653e+06,9.993053931354942687e-01,1.333465334028005600e-03
2.458421848889181390e+06,1.001049795575584600e+00,1.333450665697455406e-03
2.458421850278070662e+06,1.000622029185161743e+00,1.333607360720634460e-03
2.458421851666960400e+06,1.000438049037978727e+00,1.333253458142280579e-03
2.458421853055849671e+06,9.992753638790594639e-01,1.332722255028784275e-03
2.458421854444739409e+06,1.000529411909755861e+00,1.333115622401237488e-03
2.458421855833628681e+06,1.000497433396693614e+00,1.333663705736398697e-03
2.458421857222518418e+06,1.001496260889373824e+00,1.333490014076232910e-03
2.458421858611407690e+06,9.999913389619741189e-01,1.333503867499530315e-03
2.458421860000297427e+06,1.000391384777036485e+00,1.333566382527351379e-03
2.458421861389186699e+06,1.001295212354535336e+00,1.333863823674619198e-03
2.458421862778075971e+06,1.000103463143469540e+00,1.333007821813225746e-03
2.458421864166965708e+06,1.000623920278328693e+00,1.333770225755870342e-03
2.458421865555854980e+06,9.993490292373621298e-01,1.332826330326497555e-03
2.458421866944744717e+06,9.984407697029602513e-01,1.332534942775964737e-03
2.458421868333633989e+06,9.998497632893850184e-01,1.333564636297523975e-03
2.458421869722523261e+06,1.000083058611168196e+00,1.332783256657421589e-03
2.458421871111412998e+06,1.000127887407388894e+00,1.333432155661284924e-03
2.458421872500302270e+06,1.001623973465154194e+00,1.334420638158917427e-03
2.458421873889191542e+06,9.998574238554203131e-01,1.333837630227208138e-03
2.458421875278081279e+06,1.001863494017983136e+00,1.334251835942268372e-03
2.458421876666970551e+06,9.995475751784503871e-01,1.333266729488968849e-03
2.458421878055860288e+06,1.001501498074374608e+00,1.334070693701505661e-03
2.458421879444749560e+06,1.000769221855858815e+00,1.333369989879429340e-03
2.458421880833638832e+06,1.000313633817711212e+00,1.333325984887778759e-03
2.458421882222528569e+06,1.001342920117201940e+00,1.334580127149820328e-03
2.458421883611417841e+06,1.001318638151954321e+00,1.334650442004203796e-03
2.458421885000307579e+06,9.994332642016778845e-01,1.333057880401611328e-03
2.458421886389196850e+06,9.995104958426717090e-01,1.333402120508253574e-03
2.458421887778086122e+06,9.995602532028495801e-01,1.332939718849956989e-03
2.458421889166975394e+06,1.003515131543422978e+00,1.335479202680289745e-03
2.458421890555865131e+06,1.000477017621339559e+00,1.333830761723220348e-03
2.458421891944754403e+06,1.000075220623301675e+00,1.333930878899991512e-03
2.458421893333643675e+06,9.998131404059265037e-01,1.334078842774033546e-03
2.458421894722533412e+06,1.001116043242766818e+00,1.334003405645489693e-03
2.458421896111422684e+06,1.000083401189017618e+00,1.333789783529937267e-03
2.458421897500311956e+06,1.003402020931133176e+00,1.335797947831451893e-03
2.458421898889201693e+06,9.989757954707279008e-01,1.333697931841015816e-03
2.458421900278090965e+06,1.000352443342024333e+00,1.333952648565173149e-03
2.458421901666980237e+06,1.000177764666386304e+00,1.333960797637701035e-03
2.458421903055869509e+06,1.000014533633400982e+00,1.334128552116453648e-03
2.458421904444759246e+06,9.986825186795622589e-01,1.333220629021525383e-03
2.458421905833648518e+06,1.002999239478914895e+00,1.335623092018067837e-03
2.458421907222537789e+06,1.000667959798762885e+00,1.334422035142779350e-03
2.458421908611427061e+06,1.001034389924884360e+00,1.334780943579971790e-03
2.458421910000316799e+06,1.000230426837632303e+00,1.334615983068943024e-03
2.458421911389206070e+06,9.998130630771000504e-01,1.334027387201786041e-03
2.458421912778095342e+06,1.000483606901410472e+00,1.333850785158574581e-03
2.458421914166984614e+06,9.989134369313024120e-01,1.333677675575017929e-03
2.458421915555874351e+06,1.001496879861337064e+00,1.334811560809612274e-03
2.458421916944763623e+06,9.984935234655147873e-01,1.332641113549470901e-03
2.458421918333652895e+06,1.001271225207743809e+00,1.334186061285436153e-03
2.458421919722542167e+06,1.000839220478324521e+00,1.334187225438654423e-03
2.458421921111431438e+06,1.001567245003251783e+00,1.335047418251633644e-03
2.458421922500321176e+06,1.002385872253672927e+00,1.335155451670289040e-03
2.458421923889210448e+06,9.997253800632386334e-01,1.333583844825625420e-03
2.458421925278099719e+06,1.001171293952350494e+00,1.334097119979560375e-03
2.458421926666988991e+06,1.000431270789581273e+00,1.334804459474980831e-03
2.458421928055878263e+06,1.000518444585837274e+00,1.334047061391174793e-03
2.458421929444768000e+06,9.990467818138284439e-01,1.333981519564986229e-03
2.458421930833657272e+06,1.000708062096286488e+00,1.334657776169478893e-03
2.458421932222546544e+06,9.996258635125179204e-01,1.333210384473204613e-03
2.458421933611435816e+06,9.973159917920269013e-01,1.333096763119101524e-03
2.458421935000325087e+06,9.995416200463664858e-01,1.333928317762911320e-03
2.458421936389214359e+06,1.000865612587346742e+00,1.335067558102309704e-03
2.458421937778104097e+06,1.000738593411794275e+00,1.334634493105113506e-03
2.458421939166993368e+06,9.991491780417778301e-01,1.333568594418466091e-03
2.458421940555882640e+06,1.001749019297975885e+00,1.334970584139227867e-03
2.458421941944771912e+06,9.997127554599412047e-01,1.334179542027413845e-03
2.458421943333661184e+06,1.001595739223730241e+00,1.334238797426223755e-03
2.458421944722550455e+06,9.998679966137986597e-01,1.333914813585579395e-03
2.458421946111439727e+06,1.002587956402711589e+00,1.334886765107512474e-03
2.458421947500328999e+06,1.000817782905329967e+00,1.333688967861235142e-03
2.458421948889218271e+06,9.999742270377729447e-01,1.334144384600222111e-03
2.458421950278108008e+06,1.001535007161044932e+00,1.334403757937252522e-03
2.458421951666997280e+06,1.000815913460735729e+00,1.334684318862855434e-03
2.458421953055886552e+06,9.995646137340361559e-01,1.333859749138355255e-03
2.458421954444775824e+06,9.993652206333625276e-01,1.334111206233501434e-03
2.458421955833665095e+06,1.001789091417149891e+00,1.335095032118260860e-03
2.458421957222554367e+06,1.002280225860922025e+00,1.335283392108976841e-03
2.458421958611443639e+06,1.003637062045104944e+00,1.336260698735713959e-03
2.458421960000332911e+06,1.001197324663588351e+00,1.334508531726896763e-03
2.458421961389222182e+06,1.001638164450911583e+00,1.334997359663248062e-03
2.458421962778111454e+06,1.000108478586315908e+00,1.334927859716117382e-03
2.458421964167000726e+06,1.000042090663532779e+00,1.334078144282102585e-03
2.458421965555889998e+06,1.000578309620226314e+00,1.334098167717456818e-03
2.458421966944779269e+06,9.998578281754937347e-01,1.334472675807774067e-03
2.458421968333668541e+06,9.991325822964189918e-01,1.334043801762163639e-03
2.458421969722557813e+06,9.994471433909104530e-01,1.333926571533083916e-03
2.458421971111447085e+06,9.994071800119597171e-01,1.334232860244810581e-03
2.458421972500336356e+06,9.997724725747387797e-01,1.334146480076014996e-03
2.458421973889225628e+06,1.001283966426671501e+00,1.334758708253502846e-03
2.458421975278114900e+06,9.993659918105066708e-01,1.334086409769952297e-03
2.458421976667004172e+06,9.980321466997059687e-01,1.333605614490807056e-03
2.458421978055893444e+06,1.001095161414836898e+00,1.334754051640629768e-03
2.458421979444782715e+06,1.001067440882791759e+00,1.334797590970993042e-03
2.458421980833671987e+06,9.992114114881338605e-01,1.334168249741196632e-03
2.458421982222561259e+06,9.983862484443151164e-01,1.333322958089411259e-03
2.458421983611450531e+06,1.000467888744572154e+00,1.333837863057851791e-03
2.458421985000339802e+06,1.001904670428894750e+00,1.335740089416503906e-03
2.458421986389229074e+06,1.000931401950480693e+00,1.334945787675678730e-03
2.458421987778118346e+06,9.991476931693878960e-01,1.334354397840797901e-03
2.458421989167007618e+06,1.000633660842647377e+00,1.335217733867466450e-03
2.458421990555896889e+06,9.985481222697398795e-01,1.333658932708203793e-03
2.458421991944786161e+06,9.996851724982533938e-01,1.334099564701318741e-03
2.458421993333674967e+06,9.995400712986666214e-01,1.334790955297648907e-03
2.458421994722564239e+06,9.996745199760652678e-01,1.333954278379678726e-03
2.458421996111453511e+06,1.000885313430475820e+00,1.334801432676613331e-03
2.458421997500342783e+06,9.982811753105611530e-01,1.333769992925226688e-03
2.458421998889232054e+06,1.003411936061248788e+00,1.336299697868525982e-03
2.458422000278121326e+06,1.000049515894922081e+00,1.334066502749919891e-03
2.458422001667010598e+06,1.001210496355141810e+00,1.334872096776962280e-03
2.458422003055899870e+06,9.987531213923888096e-01,1.334577100351452827e-03
2.458422004444789141e+06,1.001514375649283917e+00,1.334881293587386608e-03
2.458422005833677948e+06,9.996304056798928084e-01,1.334175467491149902e-03
2.458422007222567219e+06,1.000843378010731088e+00,1.335509587079286575e-03
