#BJD_TDB,flux,flux_err
2.458425700221e+06,9.877403975e-01,2.150501870e-02
2.458425701610e+06,9.777744412e-01,2.147828043e-02
2.458425702999e+06,1.003211498e+00,2.148911171e-02
2.458425704388e+06,9.811949134e-01,2.151862346e-02
2.458425705777e+06,9.841321707e-01,2.145877853e-02
2.458425707166e+06,1.015265822e+00,2.149386890e-02
2.458425708555e+06,1.040575981e+00,2.156302333e-02
2.458425709943e+06,9.910063148e-01,2.153106779e-02
2.458425711332e+06,9.993751049e-01,2.152514830e-02
2.458425712721e+06,1.037650943e+00,2.155656740e-02
2.458425714110e+06,1.032724738e+00,2.153355442e-02
2.458425715499e+06,1.010694027e+00,2.153089270e-02
2.458425716888e+06,9.744969606e-01,2.147853002e-02
2.458425718277e+06,1.030476213e+00,2.152184583e-02
2.458425719666e+06,1.010777712e+00,2.149627730e-02
2.458425721055e+06,1.015791416e+00,2.154462412e-02
2.458425722444e+06,9.923095703e-01,2.148446999e-02
2.458425723832e+06,1.000378847e+00,2.149230428e-02
2.458425725221e+06,1.004555821e+00,2.146242373e-02
2.458425726610e+06,1.014183521e+00,2.150874399e-02
2.458425727999e+06,1.006872892e+00,2.150747739e-02
2.458425729388e+06,1.008589268e+00,2.155162022e-02
2.458425730777e+06,1.022972703e+00,2.152009495e-02
2.458425732166e+06,9.892522097e-01,2.146518789e-02
2.458425733555e+06,9.829639196e-01,2.152777463e-02
2.458425734944e+06,9.840168357e-01,2.147415839e-02
2.458425736333e+06,1.006716371e+00,2.152266540e-02
2.458425737722e+06,1.019550562e+00,2.156188525e-02
2.458425739110e+06,1.036698699e+00,2.154726163e-02
2.458425740499e+06,9.973746538e-01,2.151007205e-02
2.458425741888e+06,9.958137274e-01,2.149279788e-02
2.458425743277e+06,9.971086979e-01,2.146747522e-02
2.458425744666e+06,9.947730899e-01,2.148183808e-02
2.458425746055e+06,1.024890184e+00,2.152203768e-02
2.458425747444e+06,1.036850095e+00,2.155980840e-02
2.458425748833e+06,9.926635027e-01,2.149456739e-02
2.458425750222e+06,1.005540013e+00,2.148112468e-02
2.458425751611e+06,1.015119910e+00,2.151512541e-02
2.458425753000e+06,9.953527451e-01,2.146891318e-02
2.458425754388e+06,1.015435100e+00,2.148642391e-02
2.458425755777e+06,9.853556752e-01,2.148730308e-02
2.458425757166e+06,1.019691944e+00,2.153865248e-02
2.458425758555e+06,9.789684415e-01,2.148509398e-02
2.458425759944e+06,1.001879573e+00,2.153797261e-02
2.458425761333e+06,9.807406068e-01,2.146995813e-02
2.458425762722e+06,9.993438721e-01,2.148455568e-02
2.458425764111e+06,1.015103221e+00,2.152777463e-02
2.458425765500e+06,1.047634006e+00,2.155727521e-02
2.458425766889e+06,9.685307741e-01,2.142572030e-02
2.458425768278e+06,1.029908419e+00,2.155793272e-02
2.458425769666e+06,1.008035302e+00,2.152771130e-02
2.458425771055e+06,1.004543543e+00,2.149405144e-02
2.458425772444e+06,1.027759671e+00,2.151959203e-02
2.458425773833e+06,9.771053195e-01,2.149398066e-02
2.458425775222e+06,9.809082747e-01,2.149450220e-02
2.458425776611e+06,9.926733375e-01,2.148345485e-02
2.458425778000e+06,1.014225006e+00,2.149899304e-02
2.458425779389e+06,1.022789717e+00,2.152680419e-02
2.458425780778e+06,1.002381206e+00,2.151107788e-02
2.458425782167e+06,1.016296864e+00,2.149136923e-02
2.458425783556e+06,9.701144099e-01,2.147855610e-02
2.458425784944e+06,9.995309114e-01,2.147468738e-02
2.458425786333e+06,9.607003331e-01,2.142299712e-02
2.458425787722e+06,1.005908132e+00,2.152342722e-02
2.458425789111e+06,9.990781546e-01,2.149550430e-02
2.458425790500e+06,1.000261784e+00,2.151180804e-02
2.458425791889e+06,9.920303822e-01,2.146498114e-02
2.458425793278e+06,9.990512729e-01,2.150485478e-02
2.458425794667e+06,1.012619376e+00,2.152222581e-02
2.458425796056e+06,9.976590872e-01,2.147397026e-02
2.458425797445e+06,9.947207570e-01,2.149198204e-02
2.458425798834e+06,9.930264354e-01,2.146791853e-02
2.458425800222e+06,1.012978554e+00,2.148380689e-02
2.458425801611e+06,1.028386950e+00,2.154599875e-02
2.458425803000e+06,9.779396057e-01,2.147992887e-02
2.458425804389e+06,1.034604669e+00,2.153074741e-02
2.458425805778e+06,1.025300384e+00,2.150857262e-02
2.458425807167e+06,9.925156832e-01,2.148591541e-02
2.458425808556e+06,9.986392260e-01,2.146494947e-02
2.458425809945e+06,1.020444274e+00,2.152376808e-02
2.458425811334e+06,1.004446387e+00,2.150564641e-02
2.458425812723e+06,9.564589262e-01,2.145165391e-02
2.458425814112e+06,1.018244147e+00,2.155414782e-02
2.458425815500e+06,9.882637262e-01,2.151150256e-02
2.458425816889e+06,9.870715737e-01,2.149542607e-02
2.458425818278e+06,1.014455676e+00,2.151723020e-02
2.458425819667e+06,1.037631392e+00,2.156596631e-02
2.458425821056e+06,1.026624680e+00,2.153727226e-02
2.458425822445e+06,1.022812247e+00,2.151430584e-02
2.458425823834e+06,1.003329158e+00,2.149924077e-02
2.458425825223e+06,9.993386269e-01,2.149334736e-02
2.458425826612e+06,1.019014597e+00,2.152472548e-02
2.458425828001e+06,9.995846748e-01,2.149832435e-02
2.458425829389e+06,9.889874458e-01,2.147559077e-02
2.458425830778e+06,1.023166418e+00,2.157757245e-02
2.458425832167e+06,1.019883037e+00,2.152388915e-02
2.458425833556e+06,1.009378195e+00,2.149742655e-02
2.458425834945e+06,9.629358053e-01,2.148311958e-02
2.458425836334e+06,9.958885312e-01,2.151954174e-02
2.458425837723e+06,1.006032348e+00,2.151808329e-02
2.458425839112e+06,9.996421933e-01,2.150762267e-02
2.458425840501e+06,9.947388172e-01,2.151324786e-02
2.458425841890e+06,9.869753718e-01,2.150093950e-02
2.458425843279e+06,1.022722840e+00,2.153668739e-02
2.458425844667e+06,9.674409032e-01,2.145336755e-02
2.458425846056e+06,9.676883817e-01,2.144970931e-02
2.458425847445e+06,9.707531929e-01,2.144248597e-02
2.458425848834e+06,1.003878236e+00,2.151597664e-02
2.458425850223e+06,1.006376147e+00,2.146468125e-02
2.458425851612e+06,1.005916595e+00,2.152461372e-02
2.458425853001e+06,1.025482774e+00,2.153036185e-02
2.458425854390e+06,1.030994773e+00,2.152254060e-02
2.458425855779e+06,1.017197490e+00,2.153171785e-02
2.458425857168e+06,1.034667611e+00,2.156891301e-02
2.458425858557e+06,9.701547027e-01,2.147781476e-02
2.458425859945e+06,9.681102633e-01,2.145516500e-02
2.458425861334e+06,9.736946821e-01,2.148483880e-02
2.458425862723e+06,9.919645786e-01,2.151431143e-02
2.458425864112e+06,1.007668614e+00,2.151897550e-02
2.458425865501e+06,9.850796461e-01,2.149203047e-02
2.458425866890e+06,9.833489656e-01,2.146654949e-02
2.458425868279e+06,1.007657528e+00,2.149378695e-02
2.458425869668e+06,1.011151075e+00,2.152742818e-02
2.458425871057e+06,9.904127121e-01,2.149733156e-02
2.458425872446e+06,1.009613991e+00,2.150163241e-02
2.458425873835e+06,9.681374431e-01,2.144713700e-02
2.458425875223e+06,9.885873795e-01,2.151583880e-02
2.458425876612e+06,1.006494164e+00,2.151034772e-02
2.458425878001e+06,1.017215729e+00,2.151777036e-02
2.458425879390e+06,9.945097566e-01,2.148481831e-02
2.458425880779e+06,9.887368679e-01,2.149325795e-02
2.458425882168e+06,1.018173099e+00,2.150653861e-02
2.458425883557e+06,1.009170890e+00,2.150861360e-02
2.458425884946e+06,9.872077703e-01,2.149965800e-02
2.458425886335e+06,1.007925630e+00,2.153823152e-02
2.458425887724e+06,9.884370565e-01,2.146195248e-02
2.458425889113e+06,9.964087605e-01,2.152236551e-02
2.458425890501e+06,1.026544333e+00,2.152762376e-02
2.458425891890e+06,1.023908257e+00,2.153337374e-02
2.458425893279e+06,1.010488391e+00,2.151962183e-02
2.458425894668e+06,1.011574745e+00,2.150857262e-02
2.458425896057e+06,9.596435428e-01,2.144826017e-02
2.458425897446e+06,1.008807063e+00,2.152493224e-02
2.458425898835e+06,1.002370358e+00,2.152093686e-02
2.458425900224e+06,1.033597589e+00,2.155340649e-02
2.458425901613e+06,1.030809999e+00,2.157940343e-02
2.458425903002e+06,9.861623645e-01,2.147945389e-02
2.458425904391e+06,1.017097592e+00,2.152470313e-02
2.458425905779e+06,1.041070342e+00,2.156313136e-02
2.458425907168e+06,9.678667784e-01,2.145198733e-02
2.458425908557e+06,9.881923199e-01,2.148557827e-02
2.458425909946e+06,9.682858586e-01,2.146852389e-02
2.458425911335e+06,1.003568888e+00,2.150287107e-02
2.458425912724e+06,1.032741547e+00,2.155989967e-02
2.458425914113e+06,1.010531664e+00,2.150794305e-02
2.458425915502e+06,9.779999256e-01,2.149009705e-02
2.458425916891e+06,1.008297324e+00,2.151813731e-02
2.458425918280e+06,9.960030913e-01,2.146552131e-02
2.458425919668e+06,9.888760448e-01,2.149320208e-02
2.458425921057e+06,1.011883736e+00,2.152033336e-02
2.458425922446e+06,1.011873722e+00,2.151104249e-02
2.458425923835e+06,1.002274513e+00,2.148205042e-02
2.458425925224e+06,1.023478150e+00,2.148640901e-02
2.458425926613e+06,1.012946367e+00,2.153668739e-02
2.458425928002e+06,9.906250238e-01,2.147357538e-02
2.458425929391e+06,9.995845556e-01,2.152088098e-02
2.458425930780e+06,9.893326163e-01,2.147939615e-02
2.458425932169e+06,9.880254269e-01,2.148323692e-02
2.458425933558e+06,1.005807757e+00,2.152203210e-02
2.458425934946e+06,1.031638980e+00,2.151519991e-02
2.458425936335e+06,1.021082759e+00,2.156222612e-02
2.458425937724e+06,9.979835749e-01,2.148259245e-02
2.458425939113e+06,9.985414743e-01,2.145903744e-02
2.458425940502e+06,9.729103446e-01,2.147795446e-02
2.458425941891e+06,1.033415794e+00,2.154155262e-02
2.458425943280e+06,9.686785936e-01,2.147978544e-02
2.458425944669e+06,1.001447797e+00,2.148793824e-02
2.458425946058e+06,9.874507785e-01,2.149887383e-02
2.458425947447e+06,1.015780807e+00,2.153891139e-02
2.458425948836e+06,9.942929745e-01,2.148728259e-02
2.458425950224e+06,1.039578080e+00,2.151875757e-02
2.458425951613e+06,1.001472235e+00,2.152579091e-02
2.458425953002e+06,9.942968488e-01,2.150934748e-02
2.458425954391e+06,1.003991961e+00,2.150787413e-02
2.458425955780e+06,9.553066492e-01,2.146326005e-02
2.458425957169e+06,9.783052802e-01,2.148047276e-02
2.458425958558e+06,9.932152629e-01,2.147636004e-02
2.458425959947e+06,9.981392026e-01,2.152162790e-02
2.458425961336e+06,1.012979865e+00,2.150378749e-02
2.458425962725e+06,1.014317274e+00,2.150383964e-02
2.458425964114e+06,1.020852089e+00,2.154244669e-02
2.458425965502e+06,9.843291044e-01,2.146606892e-02
2.458425966891e+06,1.010293126e+00,2.150877006e-02
2.458425968280e+06,1.029613733e+00,2.153657004e-02
2.458425969669e+06,9.779910445e-01,2.145683393e-02
2.458425971058e+06,1.021906495e+00,2.151550353e-02
2.458425972447e+06,9.974710941e-01,2.151607350e-02
2.458425973836e+06,1.017880201e+00,2.151271701e-02
2.458425975225e+06,1.006298184e+00,2.150901221e-02
2.458425976614e+06,1.010158181e+00,2.152698673e-02
2.458425978003e+06,1.026384830e+00,2.150173113e-02
2.458425979392e+06,9.940276146e-01,2.145340852e-02
2.458425980780e+06,1.002932787e+00,2.148446068e-02
2.458425982169e+06,1.014087200e+00,2.151341178e-02
2.458425983558e+06,1.013213396e+00,2.151675150e-02
2.458425984947e+06,1.018252611e+00,2.151719667e-02
2.458425986336e+06,1.024983048e+00,2.149209008e-02
2.458425987725e+06,1.016988039e+00,2.150569297e-02
2.458425989114e+06,9.901073575e-01,2.147492766e-02
2.458425990503e+06,1.001294017e+00,2.148701064e-02
2.458425991892e+06,1.000053048e+00,2.147224545e-02
2.458425993281e+06,9.819547534e-01,2.144643292e-02
2.458425994670e+06,9.842129350e-01,2.146602981e-02
2.458425996058e+06,1.017589927e+00,2.148319967e-02
2.458425997447e+06,1.012542844e+00,2.150530554e-02
2.458425998836e+06,1.044449687e+00,2.155278251e-02
2.458426000225e+06,1.032584786e+00,2.154449560e-02
2.458426001614e+06,9.760074019e-01,2.151323669e-02
2.458426003003e+06,1.026034594e+00,2.152928337e-02
2.458426004392e+06,9.335056543e-01,2.138303965e-02
2.458426005781e+06,9.876244664e-01,2.144688368e-02
2.458426007170e+06,9.904226065e-01,2.149504237e-02
2.458426008559e+06,9.904070497e-01,2.148358338e-02
2.458426009947e+06,9.895333648e-01,2.147805877e-02
2.458426011336e+06,9.995027184e-01,2.147143520e-02
2.458426012725e+06,1.003470421e+00,2.147843316e-02
2.458426014114e+06,1.010774851e+00,2.150313370e-02
2.458426015503e+06,9.895899892e-01,2.147800662e-02
2.458426016892e+06,9.299513698e-01,2.140780538e-02
2.458426018281e+06,1.014621019e+00,2.151427418e-02
2.458426019670e+06,9.968187809e-01,2.146976069e-02
2.458426021059e+06,1.004906774e+00,2.152008563e-02
2.458426022448e+06,9.994704723e-01,2.148590237e-02
2.458426023837e+06,9.988821149e-01,2.150232717e-02
2.458426025225e+06,1.044477463e+00,2.154307999e-02
2.458426026614e+06,1.019457936e+00,2.151178755e-02
2.458426028003e+06,1.031410575e+00,2.154015750e-02
2.458426029392e+06,9.955759645e-01,2.149051055e-02
2.458426030781e+06,1.027175903e+00,2.155447751e-02
2.458426032170e+06,1.029101849e+00,2.152701467e-02
2.458426033559e+06,1.036604881e+00,2.155058645e-02
2.458426034948e+06,1.054038048e+00,2.158289775e-02
2.458426036337e+06,9.818754792e-01,2.145841345e-02
2.458426037726e+06,9.941865206e-01,2.148213424e-02
2.458426039115e+06,1.037012219e+00,2.155087143e-02
2.458426040503e+06,1.015150428e+00,2.148388140e-02
2.458426041892e+06,1.022104859e+00,2.150839753e-02
2.458426043281e+06,9.861077070e-01,2.148036845e-02
2.458426044670e+06,1.023238897e+00,2.149955183e-02
2.458426046059e+06,1.010931253e+00,2.152127214e-02
2.458426047448e+06,1.008461237e+00,2.151534334e-02
2.458426048837e+06,1.015290737e+00,2.152319811e-02
2.458426050226e+06,1.000856996e+00,2.147480659e-02
2.458426051615e+06,1.006062746e+00,2.147994004e-02
2.458426053004e+06,9.973119497e-01,2.149483003e-02
2.458426054393e+06,1.013251543e+00,2.152256481e-02
2.458426055781e+06,1.001253963e+00,2.149825916e-02
2.458426057170e+06,1.014405131e+00,2.151275799e-02
2.458426058559e+06,9.905509949e-01,2.147821896e-02
2.458426059948e+06,1.007915854e+00,2.150911652e-02
2.458426061337e+06,9.620574117e-01,2.144912258e-02
2.458426062726e+06,1.014793992e+00,2.152357250e-02
2.458426064115e+06,1.012486458e+00,2.151372470e-02
2.458426065504e+06,9.982984662e-01,2.150551602e-02
2.458426066893e+06,9.948819876e-01,2.150303684e-02
2.458426068282e+06,1.008281946e+00,2.149327658e-02
2.458426069670e+06,1.017645597e+00,2.154639363e-02
2.458426071059e+06,1.052574873e+00,2.156318352e-02
2.458426072448e+06,1.028894901e+00,2.151827328e-02
2.458426073837e+06,9.921693802e-01,2.149172872e-02
2.458426075226e+06,1.002616763e+00,2.150643431e-02
2.458426076615e+06,9.908249974e-01,2.147768997e-02
2.458426078004e+06,9.569259882e-01,2.146306820e-02
2.458426079393e+06,1.033190370e+00,2.150959708e-02
2.458426080782e+06,1.006280780e+00,2.149209939e-02
2.458426082171e+06,1.014389753e+00,2.148520760e-02
2.458426083560e+06,1.024849176e+00,2.154158428e-02
2.458426084948e+06,1.021843910e+00,2.149607241e-02
2.458426086337e+06,1.017861605e+00,2.150349319e-02
2.458426087726e+06,9.946067929e-01,2.149117924e-02
2.458426089115e+06,1.013791561e+00,2.153636888e-02
2.458426090504e+06,1.003780365e+00,2.150601521e-02
2.458426091893e+06,9.618701339e-01,2.144778520e-02
2.458426093282e+06,1.040932536e+00,2.156960964e-02
2.458426094671e+06,1.005357504e+00,2.148964256e-02
2.458426096060e+06,9.813650846e-01,2.147424966e-02
2.458426097449e+06,1.034989476e+00,2.152005956e-02
2.458426098838e+06,1.017308950e+00,2.152903751e-02
2.458426100226e+06,1.015292764e+00,2.151368372e-02
2.458426101615e+06,1.013600469e+00,2.147308923e-02
2.458426103004e+06,9.749814272e-01,2.145398408e-02
2.458426104393e+06,1.002113104e+00,2.148903161e-02
2.458426105782e+06,9.970099926e-01,2.148185857e-02
2.458426107171e+06,9.745116830e-01,2.149774134e-02
2.458426108560e+06,9.577574730e-01,2.146979608e-02
2.458426109949e+06,1.005909562e+00,2.153480984e-02
2.458426111338e+06,9.870521426e-01,2.147162706e-02
2.458426112727e+06,1.014631748e+00,2.149636298e-02
2.458426114116e+06,1.004451632e+00,2.150326036e-02
2.458426115504e+06,9.873250127e-01,2.145450003e-02
2.458426116893e+06,9.841089845e-01,2.150383592e-02
2.458426118282e+06,9.760156274e-01,2.145031467e-02
2.458426119671e+06,9.945365787e-01,2.147563174e-02
2.458426121060e+06,9.720892906e-01,2.145259269e-02
2.458426122449e+06,1.008630157e+00,2.149695344e-02
2.458426123838e+06,9.901903272e-01,2.147135511e-02
2.458426125227e+06,1.045056462e+00,2.157170884e-02
2.458426126616e+06,9.792810082e-01,2.148046531e-02
2.458426128005e+06,9.561643004e-01,2.143456973e-02
2.458426129394e+06,9.563043714e-01,2.145510726e-02
2.458426130782e+06,1.017567515e+00,2.152301557e-02
2.458426132171e+06,1.008568168e+00,2.149272151e-02
2.458426133560e+06,1.020638704e+00,2.152103186e-02
2.458426134949e+06,9.905258417e-01,2.146093920e-02
2.458426136338e+06,1.032707930e+00,2.155158296e-02
2.458426137727e+06,1.002138972e+00,2.149165049e-02
2.458426139116e+06,1.032567978e+00,2.150601521e-02
2.458426140505e+06,9.803958535e-01,2.145149559e-02
2.458426141894e+06,1.026706934e+00,2.151614428e-02
2.458426143283e+06,9.714883566e-01,2.147127688e-02
2.458426144671e+06,9.950582385e-01,2.148197591e-02
2.458426146060e+06,1.016603351e+00,2.152359299e-02
2.458426147449e+06,1.021556020e+00,2.150164917e-02
2.458426148838e+06,1.028110504e+00,2.150829509e-02
2.458426150227e+06,9.997219443e-01,2.150361612e-02
2.458426151616e+06,1.025377512e+00,2.151536196e-02
2.458426153005e+06,9.836411476e-01,2.146655321e-02
2.458426154394e+06,9.918595552e-01,2.147058025e-02
2.458426155783e+06,1.037753224e+00,2.153669484e-02
2.458426157172e+06,1.014708400e+00,2.149473689e-02
2.458426158561e+06,1.023818254e+00,2.151633427e-02
2.458426159949e+06,9.800009727e-01,2.146244422e-02
2.458426161338e+06,9.840574861e-01,2.149168961e-02
2.458426162727e+06,1.032842875e+00,2.155184373e-02
2.458426164116e+06,1.021372199e+00,2.151139639e-02
2.458426165505e+06,9.923568964e-01,2.144843154e-02
2.458426166894e+06,1.023269653e+00,2.151369490e-02
2.458426168283e+06,9.991331697e-01,2.148824930e-02
2.458426169672e+06,1.001226902e+00,2.150030434e-02
2.458426171061e+06,9.920514226e-01,2.148648724e-02
2.458426172450e+06,1.023483038e+00,2.151346579e-02
2.458426173839e+06,1.027564883e+00,2.151969448e-02
2.458426175227e+06,9.934350252e-01,2.148211189e-02
2.458426176616e+06,1.025892258e+00,2.152276970e-02
2.458426178005e+06,1.002160668e+00,2.150455117e-02
2.458426179394e+06,1.020551682e+00,2.148329467e-02
2.458426180783e+06,9.872431159e-01,2.150003798e-02
2.458426182172e+06,1.039026260e+00,2.152166702e-02
2.458426183561e+06,9.986265302e-01,2.147716656e-02
2.458426184950e+06,1.035046220e+00,2.152406052e-02
2.458426186339e+06,1.025559783e+00,2.151649073e-02
2.458426187728e+06,9.995676279e-01,2.149388567e-02
2.458426189117e+06,1.008790612e+00,2.148107067e-02
2.458426190505e+06,1.026119232e+00,2.150569484e-02
2.458426191894e+06,9.921845794e-01,2.145359665e-02
2.458426193283e+06,1.037866831e+00,2.155202813e-02
2.458426194672e+06,1.036317348e+00,2.151367255e-02
2.458426196061e+06,1.008737326e+00,2.148577757e-02
2.458426197450e+06,9.995906949e-01,2.147015370e-02
2.458426198839e+06,1.042028427e+00,2.154481597e-02
2.458426200228e+06,1.025346398e+00,2.151323669e-02
2.458426201617e+06,1.046683192e+00,2.155368403e-02
2.458426203006e+06,9.886062741e-01,2.146693505e-02
2.458426204394e+06,1.019010544e+00,2.150760591e-02
2.458426205783e+06,1.006774783e+00,2.148170583e-02
2.458426207172e+06,9.917997122e-01,2.151581086e-02
2.458426208561e+06,9.940980077e-01,2.150070667e-02
2.458426209950e+06,9.971758723e-01,2.150164917e-02
2.458426211339e+06,1.007539630e+00,2.149863727e-02
2.458426212728e+06,1.019354820e+00,2.152043954e-02
2.458426214117e+06,1.029402256e+00,2.151412144e-02
2.458426215506e+06,9.979214668e-01,2.150976844e-02
2.458426216895e+06,9.657642245e-01,2.144542709e-02
2.458426218284e+06,1.011438251e+00,2.151820809e-02
2.458426219672e+06,1.026591659e+00,2.154438198e-02
2.458426221061e+06,1.021977305e+00,2.151341178e-02
2.458426222450e+06,1.030367732e+00,2.150436677e-02
2.458426223839e+06,1.020496964e+00,2.152444981e-02
2.458426225228e+06,1.010953665e+00,2.151182108e-02
2.458426226617e+06,1.036924601e+00,2.154926211e-02
2.458426228006e+06,1.024294019e+00,2.150835097e-02
2.458426229395e+06,1.005601645e+00,2.150177956e-02
2.458426230784e+06,1.011154532e+00,2.148469351e-02
2.458426232173e+06,1.027403235e+00,2.151484787e-02
2.458426233562e+06,1.005580068e+00,2.150238305e-02
2.458426234950e+06,1.005287170e+00,2.147479542e-02
2.458426236339e+06,9.893674850e-01,2.147248946e-02
2.458426237728e+06,1.015022635e+00,2.151200362e-02
2.458426239117e+06,1.024443150e+00,2.151740529e-02
2.458426240506e+06,1.032402396e+00,2.151938900e-02
2.458426241895e+06,1.016990781e+00,2.150768600e-02
2.458426243284e+06,1.013938189e+00,2.151643299e-02
2.458426244673e+06,1.027380109e+00,2.154232375e-02
2.458426246062e+06,1.013012528e+00,2.150013112e-02
2.458426247451e+06,1.023124218e+00,2.151245438e-02
2.458426248840e+06,1.017321110e+00,2.149917558e-02
2.458426250228e+06,1.019832492e+00,2.150473185e-02
2.458426251617e+06,1.015941024e+00,2.151647769e-02
2.458426253006e+06,1.004369259e+00,2.144847810e-02
2.458426254395e+06,1.007990599e+00,2.150812559e-02
2.458426255784e+06,1.001326561e+00,2.149794810e-02
2.458426257173e+06,9.939926267e-01,2.147947997e-02
2.458426258562e+06,1.011658549e+00,2.149953693e-02
2.458426259951e+06,1.029825091e+00,2.151047066e-02
2.458426261340e+06,1.014237523e+00,2.150624618e-02
2.458426262729e+06,9.991193414e-01,2.150263079e-02
2.458426264117e+06,1.001156211e+00,2.150746249e-02
2.458426265506e+06,1.033509135e+00,2.156287245e-02
2.458426266895e+06,1.011235118e+00,2.151538059e-02
2.458426268284e+06,1.002615094e+00,2.148767188e-02
2.458426269673e+06,9.863468409e-01,2.148095891e-02
2.458426271062e+06,1.043527961e+00,2.155653760e-02
2.458426272451e+06,9.883340001e-01,2.150311694e-02
2.458426273840e+06,9.664418697e-01,2.146662958e-02
2.458426275229e+06,1.018289328e+00,2.153583616e-02
2.458426276618e+06,1.021120071e+00,2.152612992e-02
2.458426278007e+06,1.011998653e+00,2.151879296e-02
2.458426279395e+06,9.984245300e-01,2.151231281e-02
2.458426280784e+06,1.015487194e+00,2.153120190e-02
2.458426282173e+06,1.008890867e+00,2.149941213e-02
2.458426283562e+06,9.969161153e-01,2.147790603e-02
2.458426284951e+06,9.985131621e-01,2.150011994e-02
2.458426286340e+06,1.027821302e+00,2.153970487e-02
2.458426287729e+06,1.025487542e+00,2.154308185e-02
2.458426289118e+06,9.983412027e-01,2.151007578e-02
2.458426290507e+06,9.794261456e-01,2.148448303e-02
2.458426291896e+06,1.009983301e+00,2.153803967e-02
2.458426293285e+06,1.008719444e+00,2.148532867e-02
2.458426294673e+06,1.019994736e+00,2.153974585e-02
2.458426296062e+06,1.006333113e+00,2.153884619e-02
2.458426297451e+06,9.992229939e-01,2.150451764e-02
2.458426298840e+06,9.965897799e-01,2.148231678e-02
2.458426300229e+06,9.724361897e-01,2.147619613e-02
2.458426301618e+06,1.007321119e+00,2.151511051e-02
2.458426303007e+06,1.015873671e+00,2.151456475e-02
2.458426304396e+06,1.044677734e+00,2.157084644e-02
2.458426305785e+06,9.953158498e-01,2.148326859e-02
2.458426307174e+06,1.006028295e+00,2.152112499e-02
2.458426308562e+06,1.025199652e+00,2.155961841e-02
2.458426309951e+06,9.769220948e-01,2.145832591e-02
2.458426311340e+06,9.914256334e-01,2.148869075e-02
2.458426312729e+06,1.014107704e+00,2.152363770e-02
2.458426314118e+06,9.676875472e-01,2.146600001e-02
2.458426315507e+06,1.026513457e+00,2.153747529e-02
2.458426316896e+06,9.877249599e-01,2.147186175e-02
2.458426318285e+06,9.751875401e-01,2.146778628e-02
2.458426319674e+06,1.008787751e+00,2.152113058e-02
2.458426321063e+06,9.622667432e-01,2.145825699e-02
2.458426322452e+06,1.041927218e+00,2.153537795e-02
2.458426323840e+06,1.000636101e+00,2.149612270e-02
2.458426325229e+06,1.008840084e+00,2.153160796e-02
2.458426326618e+06,1.026514530e+00,2.154104970e-02
2.458426328007e+06,1.007727623e+00,2.152297646e-02
2.458426329396e+06,9.887573719e-01,2.147781476e-02
2.458426330785e+06,1.039328456e+00,2.159404941e-02
2.458426332174e+06,1.011787534e+00,2.155112848e-02
2.458426333563e+06,9.928138256e-01,2.148937620e-02
2.458426334952e+06,1.028490663e+00,2.150964551e-02
2.458426336341e+06,1.003231525e+00,2.149953693e-02
2.458426337730e+06,9.895163774e-01,2.146176808e-02
2.458426339118e+06,9.956648350e-01,2.150167897e-02
2.458426340507e+06,9.866635203e-01,2.149114013e-02
2.458426341896e+06,1.017845154e+00,2.154461481e-02
2.458426343285e+06,1.017986774e+00,2.152864449e-02
2.458426344674e+06,9.995467067e-01,2.145982347e-02
2.458426346063e+06,1.029742599e+00,2.153645270e-02
2.458426347452e+06,1.010995865e+00,2.152072079e-02
2.458426348841e+06,9.780594110e-01,2.148605697e-02
2.458426350230e+06,9.996371865e-01,2.151140384e-02
2.458426351619e+06,1.003635287e+00,2.148185484e-02
2.458426353008e+06,9.954664707e-01,2.148814499e-02
2.458426354396e+06,1.011236191e+00,2.148358338e-02
2.458426355785e+06,9.969816208e-01,2.149125747e-02
2.458426357174e+06,1.009900331e+00,2.150658332e-02
2.458426358563e+06,1.019987464e+00,2.150709368e-02
2.458426359952e+06,1.002406120e+00,2.148195356e-02
2.458426361341e+06,9.881774783e-01,2.146935835e-02
2.458426362730e+06,1.006140828e+00,2.149971202e-02
2.458426364119e+06,1.000999928e+00,2.151245065e-02
2.458426365508e+06,1.002208710e+00,2.150380053e-02
2.458426366897e+06,1.008625150e+00,2.150943689e-02
2.458426368285e+06,1.023861051e+00,2.155591920e-02
2.458426369674e+06,1.006980896e+00,2.153266780e-02
2.458426371063e+06,9.949340224e-01,2.147073671e-02
2.458426372452e+06,1.011401296e+00,2.149629779e-02
2.458426373841e+06,1.017842412e+00,2.150325850e-02
2.458426375230e+06,1.017434120e+00,2.150958776e-02
2.458426376619e+06,1.003431559e+00,2.152744494e-02
2.458426378008e+06,9.681762457e-01,2.146084793e-02
2.458426379397e+06,9.744133949e-01,2.150509693e-02
2.458426380786e+06,1.012939811e+00,2.151368372e-02
2.458426382175e+06,1.002976775e+00,2.152131125e-02
2.458426383563e+06,9.837889671e-01,2.145479806e-02
2.458426384952e+06,1.023503423e+00,2.153341658e-02
2.458426386341e+06,1.010251164e+00,2.149269730e-02
2.458426387730e+06,1.031501651e+00,2.151428722e-02
2.458426389119e+06,1.020895123e+00,2.149357274e-02
2.458426390508e+06,9.874973893e-01,2.148559876e-02
2.458426391897e+06,1.004916430e+00,2.150288969e-02
