# #BJD_TDB,flux,flux_err
2.458415936297911219e+06,9.970431327819824219e-01,2.424878068268299103e-03
2.458415937686824705e+06,9.968900680541992188e-01,2.425877377390861511e-03
2.458415939075738657e+06,9.957976341247558594e-01,2.424749778583645821e-03
2.458415940464652143e+06,9.977359175682067871e-01,2.426434773951768875e-03
2.458415941853566095e+06,9.950106143951416016e-01,2.425449900329113007e-03
2.458415943242480047e+06,9.972100853919982910e-01,2.426418242976069450e-03
2.458415944631393999e+06,9.963061213493347168e-01,2.425496000796556473e-03
2.458415946020307485e+06,9.955106377601623535e-01,2.426079940050840378e-03
2.458415947409221437e+06,1.004551529884338379e+00,2.429828979074954987e-03
2.458415948798134923e+06,9.961478114128112793e-01,2.424581674858927727e-03
2.458415950187048875e+06,9.911730289459228516e-01,2.422382822260260582e-03
2.458415951575962827e+06,9.985578060150146484e-01,2.426600316539406776e-03
2.458415952964876313e+06,1.000291228294372559e+00,2.427047817036509514e-03
2.458415954353790265e+06,9.975132346153259277e-01,2.424258273094892502e-03
2.458415955742704216e+06,9.973714351654052734e-01,2.426685765385627747e-03
2.458415957131617703e+06,1.000529050827026367e+00,2.428687410429120064e-03
2.458415958520531654e+06,9.997623562812805176e-01,2.428047126159071922e-03
2.458415959909445141e+06,9.964551925659179688e-01,2.425876446068286896e-03
2.458415961298359092e+06,9.998882412910461426e-01,2.427635947242379189e-03
2.458415962687273044e+06,9.972053170204162598e-01,2.425743732601404190e-03
2.458415964076186530e+06,9.990993142127990723e-01,2.427562372758984566e-03
2.458415965465100482e+06,9.986699223518371582e-01,2.427479252219200134e-03
2.458415966854013968e+06,9.974890947341918945e-01,2.426343737170100212e-03
2.458415968242927920e+06,9.938446283340454102e-01,2.424744656309485435e-03
2.458415969631841872e+06,1.000486493110656738e+00,2.427205443382263184e-03
2.458415971020755358e+06,9.994968175888061523e-01,2.425876678898930550e-03
2.458415972409669310e+06,9.923715591430664062e-01,2.423203783109784126e-03
2.458415973798582796e+06,9.983497262001037598e-01,2.425868995487689972e-03
2.458415975187496748e+06,9.974796772003173828e-01,2.426087157800793648e-03
2.458415976576410700e+06,9.958888888359069824e-01,2.425651066005229950e-03
2.458415977965324186e+06,9.997780919075012207e-01,2.428541658446192741e-03
2.458415979354237672e+06,9.974712729454040527e-01,2.424495993182063103e-03
2.458415980743151624e+06,9.993442296981811523e-01,2.427858998998999596e-03
2.458415982132065576e+06,1.002227902412414551e+00,2.429403830319643021e-03
2.458415983520979062e+06,9.952121376991271973e-01,2.424765611067414284e-03
2.458415984909893014e+06,9.978815913200378418e-01,2.427738392725586891e-03
2.458415986298806500e+06,9.973267316818237305e-01,2.426783787086606026e-03
2.458415987687720452e+06,9.967945218086242676e-01,2.425473881885409355e-03
2.458415989076633938e+06,9.953187704086303711e-01,2.424226142466068268e-03
2.458415990465547889e+06,9.990125298500061035e-01,2.425496233627200127e-03
2.458415991854461376e+06,9.973026514053344727e-01,2.425692975521087646e-03
2.458415993243375327e+06,9.934985041618347168e-01,2.422898774966597557e-03
2.458415994632288814e+06,9.951456189155578613e-01,2.423474332317709923e-03
2.458415996021202765e+06,9.920656085014343262e-01,2.423462457954883575e-03
2.458415997410116717e+06,9.970589876174926758e-01,2.425517188385128975e-03
2.458415998799030203e+06,9.969782829284667969e-01,2.425432903692126274e-03
2.458416000187943690e+06,9.973713159561157227e-01,2.426331397145986557e-03
2.458416001576857641e+06,1.001402616500854492e+00,2.428373321890830994e-03
2.458416002965771127e+06,9.972226619720458984e-01,2.426721854135394096e-03
2.458416004354685079e+06,9.943646192550659180e-01,2.423246623948216438e-03
2.458416005743598565e+06,9.945051074028015137e-01,2.423432189971208572e-03
2.458416007132512517e+06,9.961594343185424805e-01,2.424457343295216560e-03
2.458416008521426003e+06,9.969545006752014160e-01,2.426038961857557297e-03
2.458416009910339955e+06,9.973701834678649902e-01,2.425960497930645943e-03
2.458416011299253441e+06,9.987000226974487305e-01,2.427555853500962257e-03
2.458416012688167393e+06,9.998065829277038574e-01,2.425707643851637840e-03
2.458416014077080879e+06,9.978293776512145996e-01,2.427042461931705475e-03
2.458416015465994831e+06,1.000603199005126953e+00,2.427810337394475937e-03
2.458416016854908317e+06,9.959595799446105957e-01,2.425268059596419334e-03
2.458416018243821803e+06,1.000021934509277344e+00,2.428756328299641609e-03
2.458416019632735755e+06,1.003741025924682617e+00,2.430059714242815971e-03
2.458416021021649241e+06,1.002418994903564453e+00,2.430340275168418884e-03
2.458416022410563193e+06,9.971001744270324707e-01,2.426660154014825821e-03
2.458416023799476679e+06,9.963551163673400879e-01,2.424429636448621750e-03
2.458416025188390631e+06,9.982039928436279297e-01,2.427102299407124519e-03
2.458416026577304117e+06,1.000388622283935547e+00,2.428797306492924690e-03
2.458416027966217604e+06,9.995785951614379883e-01,2.427970757707953453e-03
2.458416029355131555e+06,9.997450709342956543e-01,2.427708590403199196e-03
2.458416030744045042e+06,9.997808933258056641e-01,2.427548170089721680e-03
2.458416032132958993e+06,9.949768185615539551e-01,2.425392623990774155e-03
2.458416033521872479e+06,9.971008896827697754e-01,2.426590071991086006e-03
2.458416034910785966e+06,9.957039952278137207e-01,2.425027079880237579e-03
2.458416036299699917e+06,9.965684413909912109e-01,2.426140941679477692e-03
2.458416037688613404e+06,1.001283526420593262e+00,2.430535620078444481e-03
2.458416039077527355e+06,9.984133839607238770e-01,2.428051782771945000e-03
2.458416040466440842e+06,1.000073552131652832e+00,2.428879495710134506e-03
2.458416041855354328e+06,9.959900379180908203e-01,2.424203325062990189e-03
2.458416043244268280e+06,1.001634240150451660e+00,2.428876003250479698e-03
2.458416044633181766e+06,9.969028234481811523e-01,2.425142563879489899e-03
2.458416046022095252e+06,1.001308917999267578e+00,2.429103711619973183e-03
2.458416047411009204e+06,9.928035140037536621e-01,2.424736274406313896e-03
2.458416048799922690e+06,9.966940283775329590e-01,2.426713239401578903e-03
2.458416050188836642e+06,9.995337128639221191e-01,2.426294377073645592e-03
2.458416051577750128e+06,9.982616901397705078e-01,2.427893690764904022e-03
2.458416052966663614e+06,1.002912759780883789e+00,2.428555628284811974e-03
2.458416054355577566e+06,1.001520395278930664e+00,2.428521867841482162e-03
2.458416055744491052e+06,9.958544969558715820e-01,2.426742576062679291e-03
2.458416057133404538e+06,9.982380867004394531e-01,2.426758175715804100e-03
2.458416058522318024e+06,9.983847737312316895e-01,2.427308587357401848e-03
2.458416059911231976e+06,9.979714751243591309e-01,2.427133731544017792e-03
2.458416061300145462e+06,9.991731643676757812e-01,2.426359569653868675e-03
2.458416062689059414e+06,9.989684224128723145e-01,2.427116967737674713e-03
2.458416064077972900e+06,9.975972175598144531e-01,2.427265048027038574e-03
2.458416065466886386e+06,9.964817166328430176e-01,2.425735816359519958e-03
2.458416066855799872e+06,9.992925524711608887e-01,2.426285063847899437e-03
2.458416068244713824e+06,1.001702904701232910e+00,2.429719083011150360e-03
2.458416069633627310e+06,1.002160668373107910e+00,2.428855514153838158e-03
2.458416071022540797e+06,9.985936284065246582e-01,2.427019877359271049e-03
2.458416072411454283e+06,1.004634737968444824e+00,2.430911874398589134e-03
2.458416073800368235e+06,9.986618161201477051e-01,2.426955616101622581e-03
2.458416075189281721e+06,9.984039068222045898e-01,2.428649226203560829e-03
2.458416076578195207e+06,9.983357787132263184e-01,2.426055725663900375e-03
2.458416077967109159e+06,9.958508610725402832e-01,2.425940008834004402e-03
2.458416079356022645e+06,9.975807666778564453e-01,2.427095547318458557e-03
2.458416080744936131e+06,9.989485740661621094e-01,2.425974002107977867e-03
2.458416082133849617e+06,9.956193566322326660e-01,2.426859457045793533e-03
2.458416083522763569e+06,9.988366365432739258e-01,2.427899977192282677e-03
2.458416084911677055e+06,9.973477125167846680e-01,2.426717197522521019e-03
2.458416086300590541e+06,1.000120520591735840e+00,2.427778206765651703e-03
2.458416087689504027e+06,9.987504482269287109e-01,2.428652718663215637e-03
2.458416089078417979e+06,9.995800852775573730e-01,2.428450156003236771e-03
2.458416090467331465e+06,1.003924369812011719e+00,2.431168453767895699e-03
2.458416091856244951e+06,1.003805279731750488e+00,2.429262967780232430e-03
2.458416093245158438e+06,1.001355051994323730e+00,2.428802894428372383e-03
2.458416094634072389e+06,1.000193715095520020e+00,2.426293911412358284e-03
2.458416096022985876e+06,1.000455260276794434e+00,2.427011728286743164e-03
2.458416097411899362e+06,9.966150522232055664e-01,2.425158862024545670e-03
2.458416098800812848e+06,9.997025728225708008e-01,2.426804741844534874e-03
2.458416100189726334e+06,1.001239180564880371e+00,2.429581247270107269e-03
2.458416101578640286e+06,1.003086686134338379e+00,2.429879503324627876e-03
2.458416102967553772e+06,1.002824068069458008e+00,2.430712804198265076e-03
2.458416104356467258e+06,1.002169489860534668e+00,2.429145853966474533e-03
2.458416105745380744e+06,9.968708157539367676e-01,2.426180057227611542e-03
2.458416107134294230e+06,1.001713871955871582e+00,2.427713247016072273e-03
2.458416108523208182e+06,1.001350998878479004e+00,2.429760061204433441e-03
2.458416109912121668e+06,1.004046559333801270e+00,2.430755412206053734e-03
2.458416111301035155e+06,1.001604557037353516e+00,2.427666913717985153e-03
2.458416112689948641e+06,9.999464750289916992e-01,2.427963074296712875e-03
2.458416114078862127e+06,1.001062512397766113e+00,2.428604755550622940e-03
2.458416115467775613e+06,9.980170726776123047e-01,2.426443854346871376e-03
2.458416116856689565e+06,9.987117052078247070e-01,2.426650375127792358e-03
2.458416118245603051e+06,1.000606060028076172e+00,2.429014304652810097e-03
2.458416119634516537e+06,9.975687265396118164e-01,2.427656436339020729e-03
2.458416121023430023e+06,1.005196928977966309e+00,2.432258101180195808e-03
2.458416122412343509e+06,9.999042749404907227e-01,2.426900202408432961e-03
2.458416123801256996e+06,1.003454923629760742e+00,2.430147258564829826e-03
2.458416125190170482e+06,9.996746778488159180e-01,2.427395898848772049e-03
2.458416126579083968e+06,1.001135826110839844e+00,2.429726766422390938e-03
2.458416127967997920e+06,9.998503923416137695e-01,2.428517211228609085e-03
2.458416129356911406e+06,1.000848054885864258e+00,2.427885308861732483e-03
2.458416130745824892e+06,9.991747736930847168e-01,2.428704407066106796e-03
2.458416132134738378e+06,1.001649618148803711e+00,2.430376131087541580e-03
2.458416133523651864e+06,1.002555608749389648e+00,2.429034560918807983e-03
2.458416134912565351e+06,9.993128776550292969e-01,2.428666222840547562e-03
2.458416136301478837e+06,9.968016147613525391e-01,2.425911836326122284e-03
2.458416137690392323e+06,9.990383386611938477e-01,2.428179839625954628e-03
2.458416139079305809e+06,9.975318908691406250e-01,2.427612431347370148e-03
2.458416140468219295e+06,9.976695179939270020e-01,2.428390551358461380e-03
2.458416141857133247e+06,9.991415739059448242e-01,2.428980311378836632e-03
2.458416143246046733e+06,1.001310110092163086e+00,2.431775210425257683e-03
2.458416144634960219e+06,1.001540899276733398e+00,2.429077634587883949e-03
2.458416146023873705e+06,1.001229405403137207e+00,2.429361222311854362e-03
2.458416147412787192e+06,1.004383087158203125e+00,2.431250410154461861e-03
2.458416148801700678e+06,9.960478544235229492e-01,2.425242215394973755e-03
2.458416150190614164e+06,1.002660155296325684e+00,2.429842250421643257e-03
2.458416151579527650e+06,1.004577994346618652e+00,2.429995452985167503e-03
2.458416152968441136e+06,1.000555396080017090e+00,2.427922328934073448e-03
2.458416154357354622e+06,9.989159107208251953e-01,2.428662031888961792e-03
2.458416155746268108e+06,1.000364542007446289e+00,2.428294392302632332e-03
2.458416157135181595e+06,1.002376317977905273e+00,2.429606160148978233e-03
2.458416158524095081e+06,1.004255294799804688e+00,2.430221065878868103e-03
2.458416159913008567e+06,1.001465916633605957e+00,2.429090673103928566e-03
2.458416161301922053e+06,1.002825140953063965e+00,2.431503729894757271e-03
2.458416162690835539e+06,1.004648923873901367e+00,2.430958906188607216e-03
2.458416164079749025e+06,1.001539707183837891e+00,2.431142143905162811e-03
2.458416165468662512e+06,9.965410828590393066e-01,2.427039435133337975e-03
2.458416166857575998e+06,9.992893934249877930e-01,2.428136300295591354e-03
2.458416168246489484e+06,1.001932978630065918e+00,2.430625958368182182e-03
2.458416169635402970e+06,9.986407756805419922e-01,2.427600789815187454e-03
2.458416171024316456e+06,1.001787066459655762e+00,2.429465763270854950e-03
2.458416172413229942e+06,1.002524614334106445e+00,2.429950749501585960e-03
2.458416173802143428e+06,1.001043558120727539e+00,2.428886480629444122e-03
2.458416175191056915e+06,1.001991391181945801e+00,2.429089508950710297e-03
2.458416176579970401e+06,1.002242207527160645e+00,2.428562147542834282e-03
2.458416177968883887e+06,1.001673936843872070e+00,2.428997308015823364e-03
2.458416179357797373e+06,1.004082083702087402e+00,2.429693005979061127e-03
2.458416180746710859e+06,1.003016114234924316e+00,2.429307904094457626e-03
2.458416182135624345e+06,9.982027411460876465e-01,2.426242223009467125e-03
2.458416183524537832e+06,1.000591993331909180e+00,2.429736312478780746e-03
2.458416184913451318e+06,9.982683062553405762e-01,2.427471103146672249e-03
2.458416186302364804e+06,1.000425934791564941e+00,2.428075531497597694e-03
2.458416187691278290e+06,1.000384211540222168e+00,2.428588923066854477e-03
2.458416189080191776e+06,9.986751079559326172e-01,2.428483683615922928e-03
2.458416190469105262e+06,1.000320792198181152e+00,2.427575178444385529e-03
2.458416191858018748e+06,1.000037074089050293e+00,2.429433399811387062e-03
2.458416193246932235e+06,1.001776814460754395e+00,2.427476923912763596e-03
2.458416194635845721e+06,9.997146725654602051e-01,2.426874591037631035e-03
2.458416196024759207e+06,9.991322755813598633e-01,2.428142353892326355e-03
2.458416197413672227e+06,1.002607226371765137e+00,2.428884385153651237e-03
2.458416198802585714e+06,1.002231836318969727e+00,2.430420136079192162e-03
2.458416200191499200e+06,1.002750992774963379e+00,2.430522115901112556e-03
2.458416201580412686e+06,1.003614306449890137e+00,2.430759835988283157e-03
2.458416202969326172e+06,1.000053167343139648e+00,2.428720472380518913e-03
2.458416204358239658e+06,1.001774787902832031e+00,2.427818253636360168e-03
2.458416205747153144e+06,1.002487540245056152e+00,2.430007560178637505e-03
2.458416207136066630e+06,1.001909732818603516e+00,2.428451087325811386e-03
2.458416208524980117e+06,1.003172159194946289e+00,2.430137014016509056e-03
2.458416209913893137e+06,1.003187179565429688e+00,2.430774504318833351e-03
2.458416211302806623e+06,1.003563165664672852e+00,2.430116990581154823e-03
2.458416212691720109e+06,1.003737330436706543e+00,2.430153079330921173e-03
2.458416214080633596e+06,9.996178150177001953e-01,2.429466228932142258e-03
2.458416215469547082e+06,1.004185199737548828e+00,2.433785004541277885e-03
2.458416216858460568e+06,1.001232743263244629e+00,2.427660161629319191e-03
2.458416218247374054e+06,1.001644730567932129e+00,2.428272273391485214e-03
2.458416219636287540e+06,1.002132534980773926e+00,2.429480897262692451e-03
2.458416221025201026e+06,1.002018690109252930e+00,2.428867621347308159e-03
2.458416222414114047e+06,1.000788569450378418e+00,2.429466461762785912e-03
2.458416223803027533e+06,1.005798339843750000e+00,2.432573586702346802e-03
2.458416225191941019e+06,9.983807206153869629e-01,2.427792409434914589e-03
2.458416226580854505e+06,9.987760782241821289e-01,2.428146079182624817e-03
2.458416227969767991e+06,9.989146590232849121e-01,2.426620107144117355e-03
2.458416229358681012e+06,9.995614290237426758e-01,2.427540486678481102e-03
2.458416230747594498e+06,9.994736909866333008e-01,2.426466206088662148e-03
2.458416232136507984e+06,1.004472374916076660e+00,2.430489053949713707e-03
2.458416233525421470e+06,1.002981662750244141e+00,2.430312102660536766e-03
2.458416234914334957e+06,1.002103090286254883e+00,2.428970998153090477e-03
2.458416236303247977e+06,1.001758694648742676e+00,2.430233871564269066e-03
2.458416237692161463e+06,1.000038743019104004e+00,2.429482992738485336e-03
2.458416239081074949e+06,1.001260638236999512e+00,2.427973551675677299e-03
2.458416240469988436e+06,9.996767044067382812e-01,2.427643863484263420e-03
2.458416241858901922e+06,1.001904606819152832e+00,2.428212668746709824e-03
2.458416243247814942e+06,1.002283573150634766e+00,2.429328393191099167e-03
2.458416244636728428e+06,1.000693917274475098e+00,2.427209401503205299e-03
2.458416246025641914e+06,1.000660777091979980e+00,2.428123960271477699e-03
2.458416247414555401e+06,1.000981807708740234e+00,2.429193817079067230e-03
2.458416248803468887e+06,9.981945157051086426e-01,2.427480882033705711e-03
2.458416250192381907e+06,9.978648424148559570e-01,2.426743041723966599e-03
2.458416251581295393e+06,1.000344395637512207e+00,2.428876934573054314e-03
2.458416252970208880e+06,9.983221888542175293e-01,2.426924882456660271e-03
2.458416254359122366e+06,1.001648187637329102e+00,2.428969601169228554e-03
2.458416255748035386e+06,1.002483248710632324e+00,2.430015010759234428e-03
2.458416257136948872e+06,9.982546567916870117e-01,2.426251769065856934e-03
2.458416258525862359e+06,1.001528143882751465e+00,2.427564235404133797e-03
2.458416259914775845e+06,1.002376437187194824e+00,2.431104891002178192e-03
2.458416261303688865e+06,1.001469850540161133e+00,2.429038984701037407e-03
2.458416262692602351e+06,1.001530766487121582e+00,2.430642489343881607e-03
2.458416264081515837e+06,1.004919290542602539e+00,2.431047149002552032e-03
2.458416265470429324e+06,1.002906441688537598e+00,2.429442247375845909e-03
2.458416266859342344e+06,9.981005191802978516e-01,2.427178667858242989e-03
2.458416268248255830e+06,9.979649186134338379e-01,2.427492756396532059e-03
2.458416269637169316e+06,1.004952669143676758e+00,2.430943073704838753e-03
2.458416271026082337e+06,9.994200468063354492e-01,2.428803592920303345e-03
2.458416272414995823e+06,1.000553727149963379e+00,2.429974265396595001e-03
2.458416273803909309e+06,1.002794146537780762e+00,2.428838750347495079e-03
2.458416275192822795e+06,9.974112510681152344e-01,2.426979597657918930e-03
2.458416276581735816e+06,1.001850843429565430e+00,2.428466221317648888e-03
2.458416277970649302e+06,1.006110429763793945e+00,2.432747045531868935e-03
2.458416279359562788e+06,9.965381622314453125e-01,2.424164675176143646e-03
2.458416280748475809e+06,1.000405907630920410e+00,2.429084386676549911e-03
2.458416282137389295e+06,1.000102519989013672e+00,2.428547712042927742e-03
2.458416283526302315e+06,1.004441022872924805e+00,2.432057633996009827e-03
2.458416284915215801e+06,9.978375434875488281e-01,2.426634775474667549e-03
2.458416286304129288e+06,1.000668525695800781e+00,2.429604064673185349e-03
2.458416287693042774e+06,1.001100301742553711e+00,2.428989158943295479e-03
2.458416289081955794e+06,1.000224232673645020e+00,2.427844097837805748e-03
2.458416290470869280e+06,1.004721879959106445e+00,2.430878346785902977e-03
2.458416291859782301e+06,9.997537136077880859e-01,2.426164457574486732e-03
2.458416293248695787e+06,9.958467483520507812e-01,2.427998464554548264e-03
2.458416294637609273e+06,9.975485205650329590e-01,2.426677849143743515e-03
2.458416296026522294e+06,1.004510164260864258e+00,2.431727014482021332e-03
2.458416297415435780e+06,9.984692931175231934e-01,2.428854582831263542e-03
2.458416298804349266e+06,9.993086457252502441e-01,2.427913015708327293e-03
2.458416300193262286e+06,9.954137206077575684e-01,2.425197046250104904e-03
2.458416301582175773e+06,1.002700328826904297e+00,2.429937710985541344e-03
2.458416302971088793e+06,1.002509474754333496e+00,2.427961677312850952e-03
2.458416304360002279e+06,9.974544048309326172e-01,2.426762133836746216e-03
2.458416305748915765e+06,1.001573562622070312e+00,2.427705796435475349e-03
2.458416307137828786e+06,9.999836683273315430e-01,2.427153289318084717e-03
2.458416308526742272e+06,9.984772205352783203e-01,2.426179125905036926e-03
2.458416309915655293e+06,9.991125464439392090e-01,2.427236409857869148e-03
2.458416311304568779e+06,9.984617233276367188e-01,2.427356550469994545e-03
2.458416312693482265e+06,1.000465393066406250e+00,2.428476465865969658e-03
2.458416314082395285e+06,9.966175556182861328e-01,2.424885518848896027e-03
2.458416315471308772e+06,9.989060759544372559e-01,2.426574239507317543e-03
2.458416316860221792e+06,9.987617135047912598e-01,2.427661325782537460e-03
2.458416318249135278e+06,9.962413311004638672e-01,2.427026862278580666e-03
2.458416319638048764e+06,1.003514885902404785e+00,2.430558670312166214e-03
2.458416321026961785e+06,1.002711534500122070e+00,2.429149579256772995e-03
2.458416322415874805e+06,1.004794239997863770e+00,2.429876476526260376e-03
2.458416323804788291e+06,1.001450657844543457e+00,2.432580105960369110e-03
2.458416325193701778e+06,1.000257968902587891e+00,2.427612198516726494e-03
2.458416326582614798e+06,1.000865221023559570e+00,2.430350752547383308e-03
2.458416327971528284e+06,1.002036333084106445e+00,2.429244574159383774e-03
2.458416329360441305e+06,1.001082658767700195e+00,2.428191946819424629e-03
2.458416330749354791e+06,9.986435174942016602e-01,2.428719541057944298e-03
2.458416332138267811e+06,9.971017241477966309e-01,2.426459221169352531e-03
2.458416333527181298e+06,1.002524256706237793e+00,2.431020373478531837e-03
2.458416334916094318e+06,1.002246499061584473e+00,2.429618965834379196e-03
2.458416336305007804e+06,1.000180125236511230e+00,2.428230363875627518e-03
2.458416337693920825e+06,9.978996515274047852e-01,2.428114879876375198e-03
2.458416339082834311e+06,1.003301501274108887e+00,2.430352848023176193e-03
2.458416340471747797e+06,1.003489136695861816e+00,2.430447377264499664e-03
2.458416341860660817e+06,1.000717520713806152e+00,2.429362153634428978e-03
2.458416343249573838e+06,1.001249551773071289e+00,2.428431063890457153e-03
2.458416344638487324e+06,9.996473193168640137e-01,2.429098589345812798e-03
2.458416346027400345e+06,9.998924732208251953e-01,2.428962150588631630e-03
2.458416347416313831e+06,1.001038432121276855e+00,2.429066691547632217e-03
2.458416348805226851e+06,9.970750808715820312e-01,2.427372382953763008e-03
2.458416350194140337e+06,9.984370470046997070e-01,2.428071340546011925e-03
2.458416351583053358e+06,1.002340435981750488e+00,2.428567735478281975e-03
2.458416352971966844e+06,1.000730752944946289e+00,2.428983803838491440e-03
2.458416354360879865e+06,1.000678539276123047e+00,2.428871579468250275e-03
2.458416355749793351e+06,9.994804859161376953e-01,2.428320469334721565e-03
2.458416357138706371e+06,1.000657439231872559e+00,2.429069019854068756e-03
2.458416358527619857e+06,1.000454902648925781e+00,2.427595900371670723e-03
2.458416359916532878e+06,1.002731680870056152e+00,2.427383325994014740e-03
2.458416361305445898e+06,1.001815676689147949e+00,2.429107204079627991e-03
2.458416362694359384e+06,9.995082020759582520e-01,2.428416861221194267e-03
2.458416364083272405e+06,9.975255131721496582e-01,2.427494619041681290e-03
2.458416365472185891e+06,1.004459857940673828e+00,2.432070439681410789e-03
2.458416366861098912e+06,9.984983801841735840e-01,2.428410341963171959e-03
2.458416368250011932e+06,9.999648928642272949e-01,2.429319545626640320e-03
2.458416369638925418e+06,9.971492886543273926e-01,2.427441766485571861e-03
2.458416371027838439e+06,9.986920356750488281e-01,2.429482061415910721e-03
2.458416372416751925e+06,1.000678658485412598e+00,2.428835025057196617e-03
2.458416373805664945e+06,1.000812053680419922e+00,2.430649474263191223e-03
2.458416375194578432e+06,9.994768500328063965e-01,2.429176820442080498e-03
2.458416376583491452e+06,1.001692891120910645e+00,2.428837819024920464e-03
2.458416377972404473e+06,1.001925349235534668e+00,2.428983338177204132e-03
2.458416379361317959e+06,9.988646507263183594e-01,2.426079008728265762e-03
2.458416380750230979e+06,1.002595305442810059e+00,2.430030377581715584e-03
2.458416382139144000e+06,9.971951246261596680e-01,2.427150961011648178e-03
2.458416383528057486e+06,1.000114917755126953e+00,2.426627324894070625e-03
2.458416384916970506e+06,1.001434326171875000e+00,2.429250162094831467e-03
2.458416386305883992e+06,1.000443577766418457e+00,2.427821978926658630e-03
2.458416387694797013e+06,9.987015724182128906e-01,2.427057595923542976e-03
2.458416389083710033e+06,9.986771345138549805e-01,2.428502077236771584e-03
2.458416390472623520e+06,9.995582103729248047e-01,2.428697422146797180e-03
2.458416391861536540e+06,9.991667270660400391e-01,2.428435487672686577e-03
2.458416393250450026e+06,1.002661705017089844e+00,2.430157270282506943e-03
2.458416394639363047e+06,9.975520968437194824e-01,2.427062951028347015e-03
2.458416396028276067e+06,1.002102375030517578e+00,2.429859945550560951e-03
2.458416397417189088e+06,1.000514864921569824e+00,2.431203145533800125e-03
2.458416398806102574e+06,1.003181815147399902e+00,2.429423620924353600e-03
2.458416400195015594e+06,1.000279664993286133e+00,2.428513718768954277e-03
2.458416401583928615e+06,9.998200535774230957e-01,2.427205676212906837e-03
2.458416402972842101e+06,1.002243995666503906e+00,2.429158892482519150e-03
2.458416404361755121e+06,1.001992702484130859e+00,2.430236665531992912e-03
2.458416405750668142e+06,9.982520937919616699e-01,2.427441999316215515e-03
2.458416407139581628e+06,9.972625374794006348e-01,2.427358645945787430e-03
2.458416408528494649e+06,1.000820517539978027e+00,2.428944921121001244e-03
2.458416409917407669e+06,1.000134468078613281e+00,2.429017564281821251e-03
2.458416411306321155e+06,1.001501441001892090e+00,2.427355153486132622e-03
2.458416412695234176e+06,1.000058531761169434e+00,2.427911618724465370e-03
2.458416414084147196e+06,1.001761317253112793e+00,2.428311854600906372e-03
2.458416415473060217e+06,1.001831769943237305e+00,2.429619664326310158e-03
2.458416416861973703e+06,1.002697110176086426e+00,2.429478336125612259e-03
2.458416418250886723e+06,9.989037513732910156e-01,2.428228734061121941e-03
2.458416419639799744e+06,9.980703592300415039e-01,2.426894847303628922e-03
2.458416421028712764e+06,1.006032228469848633e+00,2.432506531476974487e-03
2.458416422417626251e+06,9.982833862304687500e-01,2.427188912406563759e-03
2.458416423806539271e+06,1.001837015151977539e+00,2.428398467600345612e-03
2.458416425195452292e+06,9.992765188217163086e-01,2.427620347589254379e-03
2.458416426584365778e+06,9.960959553718566895e-01,2.425121609121561050e-03
2.458416427973278798e+06,1.001160979270935059e+00,2.429117448627948761e-03
2.458416429362191819e+06,1.004446744918823242e+00,2.430931665003299713e-03
2.458416430751104839e+06,1.001919865608215332e+00,2.429117448627948761e-03
2.458416432140018325e+06,9.998965859413146973e-01,2.427535597234964371e-03
2.458416433528931346e+06,9.984036087989807129e-01,2.426739316433668137e-03
2.458416434917844366e+06,9.966759681701660156e-01,2.427441300824284554e-03
2.458416436306757387e+06,1.002980113029479980e+00,2.430403372272849083e-03
2.458416437695670407e+06,1.002502560615539551e+00,2.429050859063863754e-03
2.458416439084583893e+06,1.002403497695922852e+00,2.427959814667701721e-03
2.458416440473496914e+06,1.003751754760742188e+00,2.430347027257084846e-03
2.458416441862409934e+06,1.001296281814575195e+00,2.430391265079379082e-03
2.458416443251322955e+06,9.971190094947814941e-01,2.428029663860797882e-03
2.458416444640235975e+06,1.000457763671875000e+00,2.427628031000494957e-03
2.458416446029149462e+06,1.000454545021057129e+00,2.427692757919430733e-03
2.458416447418062482e+06,9.970737695693969727e-01,2.425879472866654396e-03
2.458416448806975503e+06,9.991487264633178711e-01,2.427855739369988441e-03
2.458416450195888523e+06,9.971882104873657227e-01,2.427021274343132973e-03
2.458416451584801544e+06,1.003033757209777832e+00,2.430162392556667328e-03
2.458416452973715030e+06,9.981336593627929688e-01,2.427738159894943237e-03
2.458416454362628050e+06,9.981135129928588867e-01,2.428071340546011925e-03
2.458416455751541071e+06,9.995467662811279297e-01,2.428198000416159630e-03
2.458416457140454091e+06,1.001571297645568848e+00,2.430878579616546631e-03
2.458416458529367112e+06,1.001924633979797363e+00,2.429798245429992676e-03
2.458416459918280132e+06,1.001335978507995605e+00,2.427168423309922218e-03
2.458416461307193153e+06,1.003315091133117676e+00,2.429354935884475708e-03
2.458416462696106639e+06,1.003222942352294922e+00,2.429289277642965317e-03
2.458416464085019659e+06,1.001865983009338379e+00,2.431058092042803764e-03
2.458416465473932680e+06,1.002288103103637695e+00,2.430931665003299713e-03
2.458416466862845700e+06,1.002106547355651855e+00,2.429176587611436844e-03
2.458416468251758721e+06,9.987224936485290527e-01,2.427720697596669197e-03
2.458416469640671741e+06,1.001224994659423828e+00,2.430920023471117020e-03
2.458416471029584762e+06,1.001465916633605957e+00,2.430886263027787209e-03
2.458416472418498248e+06,1.002764225006103516e+00,2.430558437481522560e-03
2.458416473807411268e+06,9.971480965614318848e-01,2.427756786346435547e-03
